번호,업태구분,사업장명,인허가일자,전화번호,도로명주소,지번주소,위도,경도,소재지면적,다중이용업소여부
1884,기타 휴게음식점,만두사오,2023-10-10,,"전북특별자치도 전주시 덕진구 솔내로 133, 전평신협 2층 201호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 118-1 전평신협 ,35.78750559,127.1315527,68.67,N
1885,기타 휴게음식점,다패스,2023-10-13,,"전북특별자치도 전주시 덕진구 권삼득로 170, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 501-2 ,35.81339184,127.1021247,62.56,N
1886,기타 휴게음식점,가든온더케이크,2023-10-16,,"전북특별자치도 전주시 덕진구 들사평3길 16-3, 1층 103호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1410-1 ,35.82128686,127.1428719,30.98,N
1887,기타 휴게음식점,메카피시아중점,2023-10-24,,"전북특별자치도 전주시 덕진구 석소로 88, 2층 일부호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 566-1 ,35.79592102,127.1501026,25.1,N
1888,기타 휴게음식점,사랑김밥,2023-10-30,,"전북특별자치도 전주시 덕진구 번영로 477, 1동 1층 (용정동)",전북특별자치도 전주시 덕진구 용정동 42-6 사랑주유소 ,35.84539558,127.1251445,60.47,N
1889,기타 휴게음식점,꿀딱아중점,2023-11-02,063-243-1988,"전북특별자치도 전주시 덕진구 무삼지로 27, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 904-2 ,35.84114301,127.1315892,45.36,N
1890,기타 휴게음식점,부산오뎅앤떡볶이,2023-11-03,,"전북특별자치도 전주시 덕진구 만성중앙로 70, 1층 107호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1263-1 ,35.85594383,127.1292803,40.75,N
1891,기타 휴게음식점,종이문화원앤카페42.195,2023-11-16,,"전북특별자치도 전주시 덕진구 세병로 141, 214동 1층 105호일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1307 에코시티자이2차상가 ,35.81516289,127.1247675,25.85,N
1892,기타 휴게음식점,묘두사,2023-11-23,,"전북특별자치도 전주시 덕진구 명주5길 9-9, 2층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1574-17 ,35.8133882,127.1016378,12.8,N
1893,기타 휴게음식점,프룻앤프룻,2023-11-29,,"전북특별자치도 전주시 덕진구 송천로 99, 1층 전체호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 593 ,35.8018988,127.1503931,60.28,N
1894,기타 휴게음식점,빅063,2023-11-29,,"전북특별자치도 전주시 덕진구 명륜4길 11-4, 1층 전체호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1261-6 ,35.80871298,127.1153777,150.33,N
1895,기타 휴게음식점,쫀쫀이불족발,2023-12-26,,"전북특별자치도 전주시 덕진구 붓내3길 42, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 216-6 ,35.83810664,127.0609027,31,N
1896,기타 휴게음식점,오늘머랭,2023-12-27,,"전북특별자치도 전주시 덕진구 만성중앙로 55, 1층 113호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-5 ,35.83446563,127.1218331,63.56,N
1897,기타 휴게음식점,은자카페,2024-01-02,,"전북특별자치도 전주시 덕진구 진버들1길 34-3, 1층 전체호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 514-11 ,35.81594955,127.141391,45.02,N
1898,기타 휴게음식점,(주)더케이엠,2024-01-15,,"전북특별자치도 전주시 덕진구 과학로 45-25, 3동 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 376-31 ,35.87443387,127.1398977,117.66,N
1899,기타 휴게음식점,보듬,2024-01-17,,"전북특별자치도 전주시 덕진구 팔달로 357-23, 1층 일부호 (진북동)",전북특별자치도 전주시 덕진구 진북동 390-5 ,35.85730281,127.1440793,34.86,N
1900,기타 휴게음식점,메고지고떡창고전주송천동점,2024-01-19,,"전북특별자치도 전주시 덕진구 세병로 172, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1301-6 ,35.81102149,127.1069868,24,N
1901,기타 휴게음식점,꽈배기진송천점,2024-02-08,,"전북특별자치도 전주시 덕진구 솔내로 108, 1층 106호 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 135-3 ,35.84788096,127.1411028,31.13,N
1902,기타 휴게음식점,아라쌈,2024-02-15,,"전북특별자치도 전주시 덕진구 천마산로 27, 현대아파트 상가동 2층 204호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 189-2 현대아파트 ,35.81392251,127.0959552,22.44,N
1903,기타 휴게음식점,호로록세끼,2024-02-15,,"전북특별자치도 전주시 덕진구 조경단로 26, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 523-14 ,35.81684012,127.1064681,40.42,N
1904,기타 휴게음식점,오셔젤라또,2024-03-22,,"전북특별자치도 전주시 덕진구 세병로 8, 1층 105호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1325-1 ,35.79162763,127.1307224,45.24,N
1905,기타 휴게음식점,요아정전북대점,2024-03-25,,"전북특별자치도 전주시 덕진구 명륜5길 19, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1312-38 ,35.82366898,127.1232135,47.83,N
1906,기타 휴게음식점,고망고전주역점,2024-03-26,,"전북특별자치도 전주시 덕진구 동부대로 675, 1층 105호, 106호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 752-57 ,35.81616752,127.0888808,69.64,N
1907,기타 휴게음식점,아중제일김밥,2024-03-26,,"전북특별자치도 전주시 덕진구 아중로 166, 세계가교회 1층 107호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 951-2 세계가교회 ,35.81039096,127.1070381,43.2,N
1908,기타 휴게음식점,점미당꽈배기,2024-03-27,,"전북특별자치도 전주시 덕진구 세병로 182, KCC스위첸 13블럭 상가 1층 106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1298 KCC스위첸 13블럭 상가 ,35.77734067,127.0914911,45,N
1909,기타 휴게음식점,문구팡팡,2024-03-28,,"전북특별자치도 전주시 덕진구 우아9길 2, 1층 103호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 744-4 ,35.83880607,127.0592894,36.63,N
1910,기타 휴게음식점,해브어굿샐,2024-04-01,,"전북특별자치도 전주시 덕진구 권삼득로 239, 1층 전체호 (금암동)",전북특별자치도 전주시 덕진구 금암동 728-403 ,35.82093914,127.1159727,63.01,N
1911,기타 휴게음식점,타로에빠져봄,2024-04-01,,"전북특별자치도 전주시 덕진구 두간11길 13, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 830-11 ,35.83368589,127.101664,45.2,N
1912,기타 휴게음식점,요아정전주인후점,2024-04-11,,"전북특별자치도 전주시 덕진구 정언신로 68-1, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 866-5 ,35.81083267,127.1143694,52.5,N
1913,기타 휴게음식점,미야분식,2024-04-17,,"전북특별자치도 전주시 덕진구 송천로 45, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 410-2 ,35.80509351,127.1024945,14.5,N
1914,기타 휴게음식점,도담,2024-04-19,,"전북특별자치도 전주시 덕진구 시천로 68, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 832-1 두간빌딩 ,35.82623228,127.1016926,34.83,N
1915,기타 휴게음식점,노다웃,2024-04-22,,"전북특별자치도 전주시 덕진구 건지3길 13, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 1596-8 ,35.81291915,127.1512829,40.6,N
1916,기타 휴게음식점,대추빵,2024-05-01,,"전북특별자치도 전주시 덕진구 송천중앙로 140, 1동 108호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 395-20 ,35.8211948,127.099392,78.24,N
1917,기타 휴게음식점,올채,2024-05-03,,"전북특별자치도 전주시 덕진구 벚꽃3길 6, 1층 전체호 (진북동)",전북특별자치도 전주시 덕진구 진북동 1022-6 ,35.82515206,127.1164905,51.03,N
1918,기타 휴게음식점,앙비떼,2024-05-03,,"전북특별자치도 전주시 덕진구 우아7길 5, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 747-95 ,35.86316645,127.1284706,40.7,N
1919,기타 휴게음식점,라그란데세나,2024-05-03,,"전북특별자치도 전주시 덕진구 만성북4길 21, 1층 일부호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1356-21 ,35.83414669,127.1115319,84.58,N
1920,기타 휴게음식점,전주쉼사우나3층스넥,2024-05-23,,"전북특별자치도 전주시 덕진구 한배미2길 7, 3층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 931-1 ,35.81579891,127.1180546,50.61,N
1921,기타 휴게음식점,전주무인라면짱,2024-05-23,,"전북특별자치도 전주시 덕진구 기지로 77, 1층 E-103호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.81961153,127.0997972,37.38,N
1922,기타 휴게음식점,써브웨이전주아중점,2024-05-24,,"전북특별자치도 전주시 덕진구 건산로 226, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 835-3 ,35.8768665,127.1235367,135.24,N
1923,기타 휴게음식점,제로백피씨전북대점,2024-05-24,,"전북특별자치도 전주시 덕진구 명륜4길 18, 지하1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1263-21 ,35.82632927,127.1409142,23.37,N
1924,기타 휴게음식점,슈가빙고,2024-05-24,,"전북특별자치도 전주시 덕진구 붓내3길 27, 송천주공단독상가 1층 102호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1273 송천주공단독상가 ,35.81514108,127.1046391,9.38,N
1925,기타 휴게음식점,마중향,2024-05-31,,"전북특별자치도 전주시 덕진구 백제대로 815, 1층일부, 2층 전체호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 746-31 하돈카메니아 ,35.81432735,127.1326112,189.64,Y
1926,기타 휴게음식점,코코호도전주만성점앤드밀크티,2024-06-10,,"전북특별자치도 전주시 덕진구 만성동로 59, 1층 110, 111, 112호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1262-5 ,35.80005292,127.0913768,178.22,N
1927,기타 휴게음식점,꽈배기진에코시티점,2024-07-02,,"전북특별자치도 전주시 덕진구 세병로 8, 1층 102호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1325-1 ,35.81978416,127.0987772,45.24,N
1928,기타 휴게음식점,크라우드피씨전주에코시티점,2024-07-11,,"전북특별자치도 전주시 덕진구 세병2길 31-7, 4층 401호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1327-8 ,35.81946239,127.1525192,24.75,N
1929,기타 휴게음식점,최서방네,2024-07-16,,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 1층 118호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1519 전주 에코시티 데시앙 15BL 상가 ,35.81917395,127.146137,40,N
1930,기타 휴게음식점,로마네호성호떡,2024-07-19,,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 311호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주 ,35.81313729,127.1042521,36.56,N
1931,기타 휴게음식점,헤븐피씨,2024-08-01,,"전북특별자치도 전주시 덕진구 권삼득로 295, 3층 301호 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 664-23 ,35.83414669,127.1115319,22.62,N
1932,기타 휴게음식점,꽈배기진혁신점,2024-08-30,,"전북특별자치도 전주시 덕진구 틀못2길 46, 217동(호반베르디움더클래스 상가동) 1층 106호 (장동)",전북특별자치도 전주시 덕진구 장동 1086 217동(호반베르디움더클래스 상가동) ,35.81291915,127.1512829,37.44,N
1933,기타 휴게음식점,깨비왕,2024-09-10,,"전북특별자치도 전주시 덕진구 월방3길 8, 1층 일부호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1170-8 ,35.82081943,127.1443155,29.73,N
1934,기타 휴게음식점,요거트월드전주송천점,2024-09-12,,"전북특별자치도 전주시 덕진구 천마산로 73, 1층 113호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 179-40 ,35.8132233,127.1471301,63.8,N
1935,기타 휴게음식점,위드멜로르,2024-09-12,,"전북특별자치도 전주시 덕진구 떡전2길 5, 1층 전체호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1116-11 편백마을 ,35.79832959,127.1128927,46.82,N
1936,기타 휴게음식점,포레스트,2024-09-30,,"전북특별자치도 전주시 덕진구 중동로 104-16, 1층 103호 (장동)",전북특별자치도 전주시 덕진구 장동 1093-1 ,35.79516355,127.1361159,104.06,N
1937,기타 휴게음식점,전주애견카페몽카롱,2024-10-02,,전북특별자치도 전주시 덕진구 인교7길 20-10 (우아동1가),전북특별자치도 전주시 덕진구 우아동1가 889-3 ,35.81522719,127.1424721,6.48,N
1938,기타 휴게음식점,송천앤김밥,2024-10-07,,"전북특별자치도 전주시 덕진구 시천로 39, 대명아파트 상가1동 2층 5호 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 530-3 대명아파트 ,35.80779408,127.1068901,18.24,N
1939,기타 휴게음식점,루시드,2024-10-10,,"전북특별자치도 전주시 덕진구 안덕원로 261-4, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 768-11 ,35.816333,127.1025121,93.06,N
1940,기타 휴게음식점,키키봄쿠킹스튜디오전주점,2024-10-18,,"전북특별자치도 전주시 덕진구 만성중앙로 17-75, 1층 (만성동)",전북특별자치도 전주시 덕진구 만성동 1363-1 ,35.85457281,127.1204603,111.6,N
1941,기타 휴게음식점,레드림,2024-11-04,,"전북특별자치도 전주시 덕진구 우아8길 4, 1층 일부호 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 744-63 ,35.86064207,127.1209359,35.89,N
1942,기타 휴게음식점,빨강마차,2024-11-04,,"전북특별자치도 전주시 덕진구 붓내3길 42, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 216-6 ,35.83547435,127.1647904,24,N
1943,기타 휴게음식점,오에스비,2024-11-05,,"전북특별자치도 전주시 덕진구 심방죽2길 14, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 575-9 ,35.79830105,127.1151389,78.23,N
1944,기타 휴게음식점,소소떡볶이,2024-11-06,,"전북특별자치도 전주시 덕진구 만성북로 51-25, 스페이스온 지식산업센터 1층 1043호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1345-3 스페이스온 지식산업센터 ,35.83446563,127.1218331,55,N
1945,기타 휴게음식점,에비뉴한식뷔페,2024-11-13,,"전북특별자치도 전주시 덕진구 덕진연못3길 9-1, 1층 일부호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 189-23 ,35.8203789,127.1368946,169.95,N
1946,기타 휴게음식점,꽈배기진금상점,2024-11-18,,"전북특별자치도 전주시 덕진구 전진로 36, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 760-13 ,35.8038775,127.1246367,31.95,N
1947,기타 휴게음식점,샐러디전북대점,2024-11-19,,"전북특별자치도 전주시 덕진구 권삼득로 333, 1층 114호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 664-6 ,35.80508815,127.1017754,48,N
1948,기타 휴게음식점,와우분식,2024-12-05,,"전북특별자치도 전주시 덕진구 견훤왕궁로 262, 1층 일부호 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 1527-37 ,35.83478695,127.0982425,37.74,N
1949,기타 휴게음식점,한끼1인피자,2024-12-09,,"전북특별자치도 전주시 덕진구 건지2길 13-5, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 1592-7 ,35.80491923,127.1142579,45,N
1950,기타 휴게음식점,쿠키굽는기린,2025-01-20,,전북특별자치도 전주시 덕진구 여산로 233 (고랑동),전북특별자치도 전주시 덕진구 고랑동 808-20 ,35.84867107,127.0622064,42.75,N
1951,기타 휴게음식점,더블유마라시대혁신점,2025-01-31,,"전북특별자치도 전주시 덕진구 기지로 77, 1층 B-109호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.81362681,127.1455655,37.58,N
1952,기타 휴게음식점,숲이야기카페,2025-02-05,,"전북특별자치도 전주시 덕진구 콩쥐팥쥐로 1515, 국립한국농수산대학교 1층 (중동)",전북특별자치도 전주시 덕진구 중동 834 국립한국농수산대학교 ,35.84574148,127.0761448,45,N
1953,기타 휴게음식점,요아정전주호성점,2025-02-06,,"전북특별자치도 전주시 덕진구 호성3길 20, 103호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 587-35 ,35.83144032,127.1259726,48.4,N
1954,기타 휴게음식점,요거트아이스크림의정석전주만성점,2025-02-06,,"전북특별자치도 전주시 덕진구 만성중앙로 49, 104호 (만성동)",전북특별자치도 전주시 덕진구 만성동 1373-2 ,35.81216926,127.0965283,51.2,N
1955,기타 휴게음식점,링고스탠다드,2025-02-20,,"전북특별자치도 전주시 덕진구 기린대로 483-4, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1275-15 ,35.8131462,127.095798,80.4,N
1956,기타 휴게음식점,푸릇티,2025-02-26,,"전북특별자치도 전주시 덕진구 동부대로 1175, 1층 일부호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 404-2 ,35.81603602,127.1049942,37.41,N
1957,기타 휴게음식점,씨유송천제일점,2025-02-28,,"전북특별자치도 전주시 덕진구 솔내로 203, 송천주공복합상가 1층 106호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1271 송천주공복합상가 ,35.82348168,127.0978611,3,N
1958,기타 휴게음식점,린아쿠아카페,2025-03-11,,전북특별자치도 전주시 덕진구 한배미로 52 (우아동1가),전북특별자치도 전주시 덕진구 우아동1가 1102-6 ,35.83248752,127.1114286,89.45,N
1959,기타 휴게음식점,하나피씨방,2025-03-18,,전북특별자치도 전주시 덕진구 견훤로 299 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 767-2 ,35.83898484,127.0742084,13.65,N
1960,기타 휴게음식점,트란퀼룸,2025-03-19,,전북특별자치도 전주시 덕진구 우아7길 29 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 727-9 ,35.82669211,127.1041333,30.42,N
1961,기타 휴게음식점,싱긋,2025-03-24,,"전북특별자치도 전주시 덕진구 동가재미1길 24, 성동교회 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 856-1 성동교회 ,35.81358593,127.1335377,40.32,N
1962,기타 휴게음식점,모모아케이크,2025-04-01,,"전북특별자치도 전주시 덕진구 두간7길 6, 101호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 826-3 ,35.82755785,127.1005709,35.9,N
1963,기타 휴게음식점,히어리,2025-04-15,,"전북특별자치도 전주시 덕진구 가리내로 546, 1층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 701-1 ,35.79624983,127.1255278,227.5,N
1964,기타 휴게음식점,지에스25전주송천진흥점,2025-04-22,,"전북특별자치도 전주시 덕진구 천마산로 100, 101동 상가108호 일부호 (송천동1가, 진흥더블파크아파트)",전북특별자치도 전주시 덕진구 송천동1가 12-10 진흥더블파크아파트 ,35.79430928,127.1152827,3.24,N
1965,기타 휴게음식점,순담청,2025-04-29,,"전북특별자치도 전주시 덕진구 쪽구름5길 43-7, 상가102호 (여의동2가, 동산동 골드클래스)",전북특별자치도 전주시 덕진구 여의동2가 779 동산동 골드클래스 ,35.80950923,127.1145722,78.78,N
1966,기타 휴게음식점,요거트퍼플전주터미널점,2025-05-07,,"전북특별자치도 전주시 덕진구 가리내로 27, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 459-13 ,35.8425846,127.1517424,53.87,N
1967,기타 휴게음식점,그레타,2025-05-08,,"전북특별자치도 전주시 덕진구 화암2길 25-9, 1층 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1366-8 ,35.81451536,127.1488536,95.01,N
1968,기타 휴게음식점,트로피티아일랜드전주에코시티점,2025-05-14,,"전북특별자치도 전주시 덕진구 세병서로 43, 청담빌딩 1층 101호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1331-12 청담빌딩 ,35.82342895,127.1016577,28.8,N
1969,기타 휴게음식점,오색청과(호성점),2025-06-04,,"전북특별자치도 전주시 덕진구 호성3길 22-3, 1층 101호 일부호 (호성동1가)",전북특별자치도 전주시 덕진구 호성동1가 863-36 ,35.79328944,127.1324412,5.67,N
1970,기타 휴게음식점,마중물사주카페,2025-06-16,,"전북특별자치도 전주시 덕진구 아중천1길 16, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 886-6 ,35.82155551,127.1464325,42,N
1971,기타 휴게음식점,레드포스피씨아레나전주송천점,2025-06-23,,"전북특별자치도 전주시 덕진구 붓내3길 12, 2층 201호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 197-11 ,35.87199431,127.1265469,22.88,N
1972,기타 휴게음식점,프룻포글로리,2025-07-17,,"전북특별자치도 전주시 덕진구 들사평서로 32, 1층 일부호 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1435-12 ,35.79942626,127.1039743,40.42,N
1973,기타 휴게음식점,열두재,2025-07-22,,"전북특별자치도 전주시 덕진구 건산3길 22-1, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 347-11 ,35.83395271,127.0999786,65.84,N
1974,기타 휴게음식점,아몽케이크,2025-07-22,,"전북특별자치도 전주시 덕진구 세병2길 10, 로마네시티 현대썬앤빌 전주 1층 172호 (송천동2가)",전북특별자치도 전주시 덕진구 송천동2가 1329-1 로마네시티 현대썬앤빌 전주 ,35.79846274,127.1126146,33.29,N
1975,기타 휴게음식점,제일25시편의점,2025-07-28,,전북특별자치도 전주시 덕진구 가리내로 28-1 (금암동),전북특별자치도 전주시 덕진구 금암동 460-29 ,35.8101568,127.1070629,3.05,N
1976,기타 휴게음식점,또또마카롱,2025-08-01,,"전북특별자치도 전주시 덕진구 솔내로 144, 신일아파트 상가 106동 113호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 101-3 신일아파트 ,35.8132863,127.1319807,29.64,N
1977,기타 휴게음식점,꿀강정,2025-08-08,,"전북특별자치도 전주시 덕진구 가련산로 14, 1층 101호 (덕진동2가)",전북특별자치도 전주시 덕진구 덕진동2가 695-1 ,35.8601333,127.1216169,38.76,N
1978,기타 휴게음식점,주식회사드림티앤씨,2025-09-11,063-223-6599,"전북특별자치도 전주시 덕진구 안덕원로 208, 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 594-7 ,35.83413923,127.1117422,11.88,N
1979,기타 휴게음식점,마루,2025-09-15,,"전북특별자치도 전주시 덕진구 송천로 72, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 472-14 ,35.84224789,127.1113199,70.2,N
1980,기타 휴게음식점,시즌글라스,2025-09-18,063-251-7080,"전북특별자치도 전주시 덕진구 가리내로 544, 2층 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 700-1 ,35.8187578,127.1395902,250.32,N
1981,기타 휴게음식점,평화와평화구내매점,2025-09-29,,"전북특별자치도 전주시 덕진구 명륜4길 6, 3층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1266-20 ,35.80692081,127.1155746,327.4,Y
1982,기타 휴게음식점,우리꼬꼬닭치킨,2025-10-22,,전북특별자치도 전주시 덕진구 시천로 96-13 (송천동2가),전북특별자치도 전주시 덕진구 송천동2가 600-6 일부호,35.8619316,127.128462,28.93,N
1983,기타 휴게음식점,과일동산,2025-10-28,063-717-1779,"전북특별자치도 전주시 덕진구 동가재미2길 28-18, 2동 1층 일부호 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 856-2 ,35.82021165,127.1163238,56.4,N
1984,기타 휴게음식점,더행,2025-10-29,,"전북특별자치도 전주시 덕진구 기린대로 496, 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1276-6 ,35.84214103,127.0791199,10.56,N
1985,기타 휴게음식점,힐앤토,2025-10-29,,"전북특별자치도 전주시 덕진구 비석날로 140, 1동 1, 2층 (팔복동2가)",전북특별자치도 전주시 덕진구 팔복동2가 616-13 ,35.79642816,127.1327391,265.05,Y
1986,기타 휴게음식점,코코호도송천중앙점,2025-11-04,,"전북특별자치도 전주시 덕진구 송천중앙로 101, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 385-4 ,35.8296731,127.1160088,30.71,N
1987,기타 휴게음식점,메고지고전주혁신도시점,2025-11-06,,"전북특별자치도 전주시 덕진구 기지로 77, 302동 B126호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.84192274,127.1222824,34.87,N
1988,기타 휴게음식점,글로리아,2025-11-13,,"전북특별자치도 전주시 덕진구 출판로 43, 호반베르디움 더센트럴 1(상가2동) 제511동 1층 115호 (장동)",전북특별자치도 전주시 덕진구 장동 1074 호반베르디움 더센트럴 1(상가2동) ,35.8222102,127.1184597,38.35,N
1989,기타 휴게음식점,소온스튜디오,2025-11-19,,"전북특별자치도 전주시 덕진구 기지로 77, 1층 C-122호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.85802903,127.1524529,31.63,N
1990,기타 휴게음식점,더선식,2025-11-24,,"전북특별자치도 전주시 덕진구 기지로 77, 302동 1층 B128호 (장동, 대방 디엠시티)",전북특별자치도 전주시 덕진구 장동 1111 대방 디엠시티 ,35.80410179,127.1146321,32.55,N
1991,기타 휴게음식점,공주밤빵,2025-12-08,,"전북특별자치도 전주시 덕진구 아중로 233, 1층 102호 일부호 (우아동2가)",전북특별자치도 전주시 덕진구 우아동2가 934-10 ,35.8271163,127.1029996,52.68,N
1992,기타 휴게음식점,정가네토스트,2025-12-12,,"전북특별자치도 전주시 덕진구 전진로 48, 1층 일부호 (산정동)",전북특별자치도 전주시 덕진구 산정동 322-7 ,35.80007819,127.1141235,30,N
1993,기타 휴게음식점,제이비유에이치온마음죽,2025-12-18,063-250-2892,"전북특별자치도 전주시 덕진구 건지로 20, 전북대학교병원 지하1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 634-18 전북대학교병원 ,35.85301127,127.1189165,35.58,N
1994,기타 휴게음식점,모래내진심어묵,2025-12-18,,"전북특별자치도 전주시 덕진구 모래내5길 10-2, 1층 (인후동2가)",전북특별자치도 전주시 덕진구 인후동2가 236-155 ,35.83292978,127.1695875,12.6,N
1995,기타 휴게음식점,달디단붕어빵,2025-12-30,,"전북특별자치도 전주시 덕진구 송천1길 11, 1층 일부호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 403-9 ,35.81283809,127.119902,28.75,N
1996,기타 휴게음식점,행복한꽈배기월드컵점,2025-12-30,063-213-1004,"전북특별자치도 전주시 덕진구 번영로 489, 1층 일부호 (용정동)",전북특별자치도 전주시 덕진구 용정동 36-4 ,35.80414268,127.0982787,64.12,N
1997,기타 휴게음식점,풀풀,2026-01-13,,"전북특별자치도 전주시 덕진구 오송로 9, 1층 104호 (송천동1가)",전북특별자치도 전주시 덕진구 송천동1가 135-8 ,35.82692656,127.101729,75.41,N
